TimeStamp,Test,Temperature,Electricity,Gas,Water,Heating,Cooling,Lighting,Domestic Water,Plugs,,,,,,,,coef,1000
2/8/16 6:59 PM,932,9.5,11884.91,15843.60,1176.49,21420.34,14073.53,3130.75,1043.64,5882.95,,,,,,,,,
2/8/16 7:59 PM,933,9,11912.10,15878.46,1179.04,21469.54,14103.38,3137.60,1046.05,5896.07,,,,,,,,,
2/8/16 8:59 PM,934,8,11917.35,15885.41,1179.57,21479.00,14109.76,3139.06,1046.50,5898.68,,,,,,,,,
2/8/16 9:59 PM,935,7,11922.95,15892.69,1180.10,21488.13,14116.50,3140.51,1046.98,5901.38,,,,,,,,,
2/8/16 10:59 PM,936,6,11928.09,15899.79,1180.64,21497.67,14122.65,3141.92,1047.44,5904.10,,,,,,,,,
2/8/16 11:59 PM,937,5.5,11933.74,15907.07,1181.15,21507.77,14129.00,3143.33,1047.90,5906.84,,,,,,,,,
2/9/16 12:59 AM,938,5,11939.48,15914.29,1181.69,21517.13,14135.14,3144.73,1048.38,5909.46,,,,,,,,,
2/9/16 1:59 AM,939,4.5,11945.10,15921.65,1182.23,21526.27,14141.75,3146.14,1048.87,5912.08,,,,,,,,,
2/9/16 2:59 AM,940,4,11950.18,15928.44,1182.74,21535.25,14148.10,3147.54,1049.34,5914.73,,,,,,,,,
2/9/16 3:59 AM,941,3.5,11955.34,15935.27,1183.25,21545.21,14154.44,3148.93,1049.80,5917.31,,,,,,,,,
2/9/16 4:59 AM,942,3,11960.54,15942.30,1183.78,21555.04,14160.99,3150.30,1050.28,5920.04,,,,,,,,,
2/9/16 5:59 AM,943,2.5,11966.15,15949.23,1184.31,21565.32,14167.07,3151.71,1050.76,5922.71,,,,,,,,,
2/9/16 6:59 AM,944,2,11971.46,15956.64,1184.85,21574.62,14172.96,3153.15,1051.21,5925.43,,,,,,,,,
2/9/16 7:59 AM,945,1,12000.00,15994.05,1187.39,21623.80,14206.07,3160.18,1053.50,5938.88,,,,,,,,,
2/9/16 8:59 AM,946,0,12025.07,16027.91,1189.96,21674.31,14238.26,3167.06,1055.91,5951.89,,,,,,,,,
2/9/16 9:59 AM,947,1,12051.05,16065.04,1192.61,21718.86,14270.64,3174.10,1058.17,5964.62,,,,,,,,,
2/9/16 10:59 AM,948,2,12077.38,16101.80,1195.28,21765.09,14303.74,3181.16,1060.44,5977.89,,,,,,,,,
2/9/16 11:59 AM,949,4,12103.21,16138.07,1197.99,21816.35,14335.62,3188.11,1062.77,5991.55,,,,,,,,,
2/9/16 12:59 PM,950,6,12129.67,16172.54,1200.59,21861.20,14367.86,3195.05,1065.18,6004.79,,,,,,,,,
2/9/16 1:59 PM,951,8,12157.71,16206.61,1203.32,21906.06,14400.61,3202.32,1067.46,6017.97,,,,,,,,,
2/9/16 2:59 PM,952,10,12185.14,16240.98,1205.99,21951.23,14433.30,3209.45,1069.77,6031.64,,,,,,,,,
2/9/16 3:59 PM,953,11.5,12212.21,16276.05,1208.57,21998.64,14464.27,3216.47,1072.12,6045.37,,,,,,,,,
2/9/16 4:59 PM,954,11,12238.68,16309.98,1211.30,22048.31,14496.81,3223.44,1074.44,6058.62,,,,,,,,,
2/9/16 5:59 PM,955,10,12263.65,16345.48,1214.02,22099.90,14528.09,3230.74,1076.84,6071.65,,,,,,,,,
2/9/16 6:59 PM,956,9.5,12290.55,16379.82,1216.73,22148.55,14561.20,3237.91,1079.19,6084.86,,,,,,,,,
2/9/16 7:59 PM,957,9,12318.79,16416.85,1219.29,22197.30,14590.75,3244.97,1081.45,6098.37,,,,,,,,,
2/9/16 8:59 PM,958,8,12324.51,16423.98,1219.82,22206.98,14597.04,3246.40,1081.93,6100.96,,,,,,,,,
2/9/16 9:59 PM,959,7,12329.93,16431.21,1220.33,22217.22,14603.01,3247.86,1082.39,6103.63,,,,,,,,,
2/9/16 10:59 PM,960,6,12335.57,16438.42,1220.87,22226.78,14609.24,3249.27,1082.85,6106.18,,,,,,,,,
2/9/16 11:59 PM,961,5.5,12340.59,16445.67,1221.41,22236.09,14615.96,3250.69,1083.33,6108.77,,,,,,,,,
2/10/16 12:59 AM,962,5,12345.56,16453.23,1221.95,22245.49,14621.91,3252.09,1083.82,6111.33,,,,,,,,,
2/10/16 1:59 AM,963,4.5,12350.51,16460.62,1222.48,22255.11,14628.64,3253.49,1084.29,6113.94,,,,,,,,,
2/10/16 2:59 AM,964,4,12356.12,16467.23,1223.02,22265.04,14634.90,3254.90,1084.75,6116.55,,,,,,,,,
2/10/16 3:59 AM,965,3.5,12361.08,16474.10,1223.55,22274.99,14641.59,3256.31,1085.23,6119.10,,,,,,,,,
2/10/16 4:59 AM,966,3,12366.66,16481.42,1224.10,22283.90,14647.92,3257.68,1085.69,6121.78,,,,,,,,,
2/10/16 5:59 AM,967,2.5,12372.15,16488.30,1224.62,22293.06,14654.26,3259.03,1086.15,6124.38,,,,,,,,,
2/10/16 6:59 AM,968,2,12377.48,16494.88,1225.16,22302.38,14660.56,3260.46,1086.64,6127.07,,,,,,,,,
2/10/16 7:59 AM,969,1,12404.56,16528.89,1227.90,22349.32,14691.83,3267.73,1088.99,6140.28,,,,,,,,,
2/10/16 8:59 AM,970,0,12432.18,16566.39,1230.61,22394.36,14723.43,3274.67,1091.34,6152.97,,,,,,,,,
2/10/16 9:59 AM,971,1,12458.63,16599.63,1233.31,22441.16,14755.80,3281.76,1093.59,6166.10,,,,,,,,,
2/10/16 10:59 AM,972,2,12485.49,16632.69,1235.88,22492.64,14787.25,3289.05,1095.87,6178.86,,,,,,,,,
2/10/16 11:59 AM,973,4,12511.38,16668.14,1238.50,22543.98,14816.89,3296.21,1098.29,6192.41,,,,,,,,,
2/10/16 12:59 PM,974,6,12540.00,16701.67,1241.10,22593.34,14848.78,3303.10,1100.61,6206.00,,,,,,,,,
2/10/16 1:59 PM,975,8,12568.05,16738.21,1243.78,22638.42,14879.53,3309.95,1102.92,6219.11,,,,,,,,,
2/10/16 2:59 PM,976,10,12595.98,16775.39,1246.40,22685.57,14910.04,3316.73,1105.24,6232.47,,,,,,,,,
2/10/16 3:59 PM,977,11.5,12622.03,16812.98,1249.03,22734.92,14940.70,3323.66,1107.59,6246.11,,,,,,,,,
2/10/16 4:59 PM,978,11,12648.87,16846.26,1251.64,22782.46,14972.84,3330.89,1109.86,6259.28,,,,,,,,,
2/10/16 5:59 PM,979,10,12674.13,16880.74,1254.30,22833.79,15004.67,3337.83,1112.11,6272.51,,,,,,,,,
2/10/16 6:59 PM,980,9.5,12700.31,16918.67,1256.91,22879.80,15035.85,3344.64,1114.51,6285.17,,,,,,,,,
2/10/16 7:59 PM,981,9,12727.83,16955.83,1259.54,22930.00,15067.14,3351.94,1116.88,6298.42,,,,,,,,,
2/10/16 8:59 PM,982,8,12732.81,16963.17,1260.06,22939.15,15073.49,3353.38,1117.36,6301.03,,,,,,,,,
2/10/16 9:59 PM,983,7,12737.98,16970.51,1260.58,22948.99,15079.91,3354.80,1117.84,6303.65,,,,,,,,,
2/10/16 10:59 PM,984,6,12743.49,16977.38,1261.10,22958.25,15085.91,3356.24,1118.33,6306.30,,,,,,,,,
2/10/16 11:59 PM,985,5.5,12749.02,16984.91,1261.62,22968.36,15092.36,3357.69,1118.79,6309.03,,,,,,,,,
2/11/16 12:59 AM,986,5,12754.64,16991.81,1262.15,22977.70,15098.88,3359.12,1119.27,6311.65,,,,,,,,,
2/11/16 1:59 AM,987,4.5,12759.73,16998.94,1262.69,22987.86,15104.77,3360.57,1119.74,6314.27,,,,,,,,,
2/11/16 2:59 AM,988,4,12764.71,17006.06,1263.23,22997.28,15111.06,3361.99,1120.23,6316.83,,,,,,,,,
2/11/16 3:59 AM,989,3.5,12770.24,17013.47,1263.74,23007.47,15117.82,3363.35,1120.68,6319.45,,,,,,,,,
2/11/16 4:59 AM,990,3,12775.67,17020.44,1264.27,23016.58,15123.79,3364.78,1121.16,6322.01,,,,,,,,,
2/11/16 5:59 AM,991,2.5,12781.12,17027.63,1264.78,23025.85,15129.74,3366.19,1121.62,6324.73,,,,,,,,,
2/11/16 6:59 AM,992,2,12786.78,17034.40,1265.33,23035.91,15136.45,3367.55,1122.10,6327.28,,,,,,,,,
2/11/16 7:59 AM,993,1,12813.32,17070.50,1268.03,23085.75,15168.60,3374.85,1124.43,6339.96,,,,,,,,,
2/11/16 8:59 AM,994,0,12841.06,17106.97,1270.74,23130.81,15201.72,3381.82,1126.83,6352.86,,,,,,,,,
2/11/16 9:59 AM,995,1,12867.45,17141.59,1273.36,23177.59,15231.39,3388.62,1129.24,6366.21,,,,,,,,,
2/11/16 10:59 AM,996,2,12895.42,17174.73,1276.08,23227.59,15262.64,3395.91,1131.60,6379.53,,,,,,,,,
2/11/16 11:59 AM,997,4,12923.59,17208.82,1278.70,23274.57,15292.49,3402.67,1133.91,6392.88,,,,,,,,,
2/11/16 12:59 PM,998,6,12949.12,17243.98,1281.28,23325.69,15322.90,3409.57,1136.18,6405.76,,,,,,,,,
2/11/16 1:59 PM,999,8,12977.28,17281.28,1283.87,23372.83,15353.35,3416.77,1138.45,6418.47,,,,,,,,,
2/11/16 2:59 PM,1000,10,13003.56,17315.34,1286.51,23418.06,15385.08,3423.65,1140.79,6431.16,,,,,,,,,
2/11/16 3:59 PM,1001,11.5,13031.01,17351.99,1289.12,23464.86,15416.00,3430.48,1143.10,6444.42,,,,,,,,,
2/11/16 4:59 PM,1002,11,13056.33,17385.22,1291.79,23515.57,15449.82,3437.74,1145.44,6457.94,,,,,,,,,
2/11/16 5:59 PM,1003,10,13083.17,17421.88,1294.53,23564.27,15482.56,3444.49,1147.75,6471.31,,,,,,,,,
2/11/16 6:59 PM,1004,9.5,13109.15,17458.19,1297.12,23615.56,15516.26,3451.24,1150.16,6484.78,,,,,,,,,
2/11/16 7:59 PM,1005,9,13137.79,17496.24,1299.85,23667.03,15548.91,3458.08,1152.42,6498.15,,,,,,,,,
2/11/16 8:59 PM,1006,8,13143.24,17503.65,1300.38,23676.61,15555.18,3459.51,1152.90,6500.83,,,,,,,,,
2/11/16 9:59 PM,1007,7,13148.72,17511.25,1300.90,23685.81,15561.39,3460.90,1153.38,6503.41,,,,,,,,,
2/11/16 10:59 PM,1008,6,13153.92,17518.24,1301.42,23694.92,15567.36,3462.34,1153.83,6506.11,,,,,,,,,
2/11/16 11:59 PM,1009,5.5,13159.64,17525.15,1301.97,23705.11,15573.51,3463.79,1154.30,6508.80,,,,,,,,,
2/12/16 12:59 AM,1010,5,13165.35,17532.68,1302.50,23714.67,15579.61,3465.16,1154.76,6511.48,,,,,,,,,
2/12/16 1:59 AM,1011,4.5,13170.54,17539.56,1303.01,23723.73,15586.04,3466.56,1155.22,6514.16,,,,,,,,,
2/12/16 2:59 AM,1012,4,13175.95,17547.11,1303.54,23733.72,15592.05,3468.01,1155.70,6516.79,,,,,,,,,
2/12/16 3:59 AM,1013,3.5,13181.49,17554.26,1304.08,23743.11,15598.40,3469.43,1156.16,6519.35,,,,,,,,,
2/12/16 4:59 AM,1014,3,13186.75,17561.04,1304.62,23752.12,15604.93,3470.84,1156.63,6522.00,,,,,,,,,
2/12/16 5:59 AM,1015,2.5,13191.88,17568.31,1305.13,23761.36,15611.52,3472.22,1157.10,6524.68,,,,,,,,,
2/12/16 6:59 AM,1016,2,13197.40,17575.22,1305.67,23771.17,15618.23,3473.59,1157.56,6527.24,,,,,,,,,
2/12/16 7:59 AM,1017,1,13225.89,17609.55,1308.33,23820.40,15648.07,3480.46,1159.95,6540.58,,,,,,,,,
2/12/16 8:59 AM,1018,0,13254.08,17643.18,1310.98,23865.61,15677.88,3487.71,1162.35,6554.16,,,,,,,,,
2/12/16 9:59 AM,1019,1,13280.62,17678.65,1313.55,23915.93,15708.03,3494.58,1164.68,6567.59,,,,,,,,,
2/12/16 10:59 AM,1020,2,13305.95,17714.76,1316.22,23964.22,15738.73,3501.90,1166.94,6581.10,,,,,,,,,
2/12/16 11:59 AM,1021,4,13331.74,17752.25,1318.78,24009.02,15769.99,3509.11,1169.21,6593.80,,,,,,,,,
2/12/16 12:59 PM,1022,6,13357.28,17788.74,1321.42,24053.72,15799.88,3515.94,1171.62,6607.34,,,,,,,,,
2/12/16 1:59 PM,1023,8,13382.37,17821.83,1324.07,24101.67,15830.85,3522.95,1173.99,6621.03,,,,,,,,,
2/12/16 2:59 PM,1024,10,13409.77,17858.40,1326.64,24148.28,15860.56,3529.71,1176.38,6634.01,,,,,,,,,
2/12/16 3:59 PM,1025,11.5,13434.67,17892.16,1329.25,24199.64,15893.83,3536.90,1178.74,6646.68,,,,,,,,,
2/12/16 4:59 PM,1026,11,13460.34,17929.49,1331.94,24247.70,15926.91,3543.82,1181.12,6660.04,,,,,,,,,
2/12/16 5:59 PM,1027,10,13486.14,17962.48,1334.66,24297.60,15958.22,3551.03,1183.42,6673.45,,,,,,,,,
2/12/16 6:59 PM,1028,9.5,13514.56,18000.27,1337.24,24345.74,15990.11,3558.10,1185.70,6686.54,,,,,,,,,
2/12/16 7:59 PM,1029,9,13539.46,18033.61,1339.93,24393.08,16023.28,3565.24,1188.08,6699.34,,,,,,,,,
2/12/16 8:59 PM,1030,8,13544.62,18040.50,1340.44,24403.15,16029.68,3566.62,1188.54,6702.00,,,,,,,,,
2/12/16 9:59 PM,1031,7,13549.88,18047.18,1340.96,24412.10,16035.69,3567.99,1188.99,6704.73,,,,,,,,,
2/12/16 10:59 PM,1032,6,13555.39,18053.91,1341.48,24422.34,16042.18,3569.41,1189.47,6707.27,,,,,,,,,
2/12/16 11:59 PM,1033,5.5,13560.93,18060.95,1342.01,24431.52,16048.89,3570.77,1189.95,6709.91,,,,,,,,,
2/13/16 12:59 AM,1034,5,13561.95,18062.28,1342.12,24433.41,16050.15,3571.06,1190.04,6710.45,,,,,,,,,
2/13/16 1:59 AM,1035,4.5,13562.98,18063.70,1342.23,24435.30,16051.45,3571.35,1190.14,6710.97,,,,,,,,,
2/13/16 2:59 AM,1036,4,13563.99,18065.12,1342.33,24437.26,16052.71,3571.64,1190.24,6711.52,,,,,,,,,
2/13/16 3:59 AM,1037,3.5,13565.10,18066.49,1342.44,24439.06,16053.90,3571.92,1190.33,6712.06,,,,,,,,,
2/13/16 4:59 AM,1038,3,13566.15,18067.96,1342.54,24441.04,16055.08,3572.21,1190.42,6712.57,,,,,,,,,
2/13/16 5:59 AM,1039,2.5,13567.25,18069.36,1342.64,24443.10,16056.32,3572.49,1190.51,6713.08,,,,,,,,,
2/13/16 6:59 AM,1040,2,13568.33,18070.75,1342.75,24445.06,16057.51,3572.78,1190.61,6713.61,,,,,,,,,
2/13/16 7:59 AM,1041,1,13573.87,18077.48,1343.29,24454.41,16063.47,3574.19,1191.08,6716.32,,,,,,,,,
2/13/16 8:59 AM,1042,0,13578.90,18084.83,1343.84,24464.68,16069.43,3575.65,1191.55,6719.05,,,,,,,,,
2/13/16 9:59 AM,1043,1,13584.09,18091.47,1344.35,24473.78,16075.78,3577.05,1192.03,6721.61,,,,,,,,,
2/13/16 10:59 AM,1044,2,13589.49,18098.92,1344.90,24483.45,16082.49,3578.48,1192.52,6724.22,,,,,,,,,
2/13/16 11:59 AM,1045,4,13594.46,18105.72,1345.43,24493.24,16089.16,3579.85,1192.99,6726.96,,,,,,,,,
2/13/16 12:59 PM,1046,6,13599.95,18112.82,1345.97,24503.50,16095.16,3581.27,1193.48,6729.52,,,,,,,,,
2/13/16 1:59 PM,1047,8,13605.26,18119.73,1346.49,24512.69,16101.93,3582.65,1193.95,6732.13,,,,,,,,,
2/13/16 2:59 PM,1048,10,13610.26,18126.58,1347.01,24522.81,16108.62,3584.07,1194.42,6734.86,,,,,,,,,
2/13/16 3:59 PM,1049,11.5,13615.49,18133.63,1347.56,24532.85,16115.36,3585.44,1194.88,6737.40,,,,,,,,,
2/13/16 4:59 PM,1050,11,13620.92,18141.24,1348.09,24541.92,16121.60,3586.84,1195.37,6740.00,,,,,,,,,
2/13/16 5:59 PM,1051,10,13626.21,18148.83,1348.62,24551.77,16127.73,3588.21,1195.82,6742.54,,,,,,,,,
2/13/16 6:59 PM,1052,9.5,13631.60,18156.32,1349.16,24561.71,16133.66,3589.66,1196.28,6745.11,,,,,,,,,
2/13/16 7:59 PM,1053,9,13636.68,18163.61,1349.69,24571.97,16140.31,3591.09,1196.73,6747.64,,,,,,,,,
2/13/16 8:59 PM,1054,8,13637.74,18165.06,1349.80,24573.76,16141.51,3591.36,1196.82,6748.18,,,,,,,,,
2/13/16 9:59 PM,1055,7,13638.78,18166.49,1349.91,24575.76,16142.73,3591.65,1196.92,6748.71,,,,,,,,,
2/13/16 10:59 PM,1056,6,13639.86,18167.97,1350.02,24577.57,16143.91,3591.94,1197.01,6749.23,,,,,,,,,
2/13/16 11:59 PM,1057,5.5,13640.94,18169.38,1350.12,24579.49,16145.16,3592.22,1197.11,6749.76,,,,,,,,,
2/14/16 12:59 AM,1058,5,13642.06,18170.75,1350.23,24581.46,16146.36,3592.51,1197.20,6750.28,,,,,,,,,
2/14/16 1:59 AM,1059,4.5,13643.06,18172.12,1350.33,24583.50,16147.53,3592.78,1197.30,6750.81,,,,,,,,,
2/14/16 2:59 AM,1060,4,13644.16,18173.62,1350.44,24585.40,16148.75,3593.06,1197.39,6751.33,,,,,,,,,
2/14/16 3:59 AM,1061,3.5,13645.20,18175.04,1350.55,24587.45,16150.04,3593.33,1197.48,6751.85,,,,,,,,,
2/14/16 4:59 AM,1062,3,13646.27,18176.40,1350.65,24589.35,16151.23,3593.61,1197.57,6752.40,,,,,,,,,
2/14/16 5:59 AM,1063,2.5,13647.27,18177.89,1350.76,24591.40,16152.52,3593.90,1197.67,6752.93,,,,,,,,,
2/14/16 6:59 AM,1064,2,13648.34,18179.39,1350.86,24593.26,16153.78,3594.17,1197.76,6753.48,,,,,,,,,
2/14/16 7:59 AM,1065,1,13653.72,18186.68,1351.37,24603.39,16160.03,3595.54,1198.23,6756.14,,,,,,,,,
2/14/16 8:59 AM,1066,0,13658.94,18193.67,1351.90,24613.27,16166.80,3596.89,1198.68,6758.86,,,,,,,,,
2/14/16 9:59 AM,1067,1,13664.26,18200.95,1352.43,24623.47,16173.54,3598.24,1199.16,6761.41,,,,,,,,,
2/14/16 10:59 AM,1068,2,13669.26,18208.11,1352.97,24633.10,16179.90,3599.61,1199.64,6764.06,,,,,,,,,
2/14/16 11:59 AM,1069,4,13674.36,18214.85,1353.48,24643.06,16185.86,3600.96,1200.11,6766.62,,,,,,,,,
2/14/16 12:59 PM,1070,6,13679.86,18222.45,1354.01,24653.32,16192.51,3602.33,1200.60,6769.32,,,,,,,,,
2/14/16 1:59 PM,1071,8,13684.86,18229.39,1354.55,24662.97,16198.92,3603.73,1201.08,6771.96,,,,,,,,,
2/14/16 2:59 PM,1072,10,13690.14,18236.22,1355.07,24672.93,16205.58,3605.10,1201.54,6774.53,,,,,,,,,
2/14/16 3:59 PM,1073,11.5,13695.21,18243.40,1355.58,24682.63,16211.78,3606.53,1202.01,6777.16,,,,,,,,,
2/14/16 4:59 PM,1074,11,13700.27,18250.65,1356.12,24691.58,16218.54,3607.98,1202.48,6779.72,,,,,,,,,
2/14/16 5:59 PM,1075,10,13705.78,18257.63,1356.65,24701.00,16224.82,3609.38,1202.94,6782.37,,,,,,,,,
2/14/16 6:59 PM,1076,9.5,13710.93,18264.84,1357.18,24710.20,16231.43,3610.79,1203.42,6785.06,,,,,,,,,
2/14/16 7:59 PM,1077,9,13716.12,18272.33,1357.72,24719.20,16237.68,3612.25,1203.88,6787.64,,,,,,,,,
2/14/16 8:59 PM,1078,8,13717.17,18273.83,1357.82,24721.03,16239.02,3612.52,1203.97,6788.16,,,,,,,,,
2/14/16 9:59 PM,1079,7,13718.22,18275.19,1357.93,24722.85,16240.23,3612.80,1204.07,6788.67,,,,,,,,,
2/14/16 10:59 PM,1080,6,13719.23,18276.56,1358.03,24724.83,16241.43,3613.09,1204.16,6789.20,,,,,,,,,
2/14/16 11:59 PM,1081,5.5,13720.22,18277.89,1358.14,24726.61,16242.75,3613.38,1204.25,6789.75,,,,,,,,,
2/15/16 12:59 AM,1082,5,13725.42,18284.54,1358.67,24736.40,16249.45,3614.82,1204.74,6792.29,,,,,,,,,
2/15/16 1:59 AM,1083,4.5,13730.45,18291.50,1359.21,24745.35,16255.83,3616.29,1205.20,6794.92,,,,,,,,,
2/15/16 2:59 AM,1084,4,13735.72,18298.36,1359.72,24755.16,16261.84,3617.70,1205.67,6797.50,,,,,,,,,
2/15/16 3:59 AM,1085,3.5,13741.19,18305.31,1360.24,24764.36,16268.25,3619.09,1206.14,6800.10,,,,,,,,,
2/15/16 4:59 AM,1086,3,13746.73,18311.98,1360.76,24774.68,16274.90,3620.50,1206.59,6802.78,,,,,,,,,
2/15/16 5:59 AM,1087,2.5,13751.74,18318.79,1361.27,24783.81,16281.36,3621.85,1207.05,6805.34,,,,,,,,,
2/15/16 6:59 AM,1088,2,13757.43,18326.32,1361.79,24792.77,16287.97,3623.30,1207.50,6807.91,,,,,,,,,
2/15/16 7:59 AM,1089,1,13783.74,18361.27,1364.46,24840.91,16318.60,3630.20,1209.86,6821.20,,,,,,,,,
2/15/16 8:59 AM,1090,0,13810.81,18398.96,1367.18,24892.22,16349.40,3637.35,1212.15,6834.22,,,,,,,,,
2/15/16 9:59 AM,1091,1,13838.96,18435.58,1369.88,24938.13,16383.15,3644.15,1214.53,6847.94,,,,,,,,,
2/15/16 10:59 AM,1092,2,13866.59,18470.50,1372.42,24983.94,16412.57,3651.07,1216.96,6860.83,,,,,,,,,
2/15/16 11:59 AM,1093,4,13893.48,18507.75,1375.04,25030.02,16442.67,3658.20,1219.22,6874.20,,,,,,,,,
2/15/16 12:59 PM,1094,6,13921.07,18540.83,1377.60,25075.40,16474.74,3665.30,1221.59,6886.90,,,,,,,,,
2/15/16 1:59 PM,1095,8,13947.60,18577.45,1380.16,25126.55,16506.02,3672.40,1224.00,6900.44,,,,,,,,,
2/15/16 2:59 PM,1096,10,13974.67,18612.17,1382.89,25173.89,16536.34,3679.15,1226.36,6913.91,,,,,,,,,
2/15/16 3:59 PM,1097,11.5,14001.83,18645.66,1385.52,25218.49,16566.55,3686.42,1228.71,6927.26,,,,,,,,,
2/15/16 4:59 PM,1098,11,14027.12,18679.49,1388.07,25266.15,16597.46,3693.38,1231.00,6940.09,,,,,,,,,
2/15/16 5:59 PM,1099,10,14053.99,18716.09,1390.79,25317.15,16629.25,3700.15,1233.35,6953.44,,,,,,,,,
2/15/16 6:59 PM,1100,9.5,14082.17,18753.14,1393.39,25364.89,16658.81,3707.46,1235.72,6967.09,,,,,,,,,
2/15/16 7:59 PM,1101,9,14107.51,18786.72,1396.12,25415.59,16690.07,3714.58,1238.15,6980.78,,,,,,,,,
2/15/16 8:59 PM,1102,8,14113.09,18793.89,1396.66,25424.69,16696.70,3715.97,1238.62,6983.37,,,,,,,,,
2/15/16 9:59 PM,1103,7,14118.50,18800.50,1397.20,25434.90,16703.28,3717.43,1239.08,6985.97,,,,,,,,,
2/15/16 10:59 PM,1104,6,14123.49,18807.34,1397.71,25444.16,16709.31,3718.89,1239.53,6988.66,,,,,,,,,
2/15/16 11:59 PM,1105,5.5,14128.72,18814.41,1398.24,25453.57,16715.91,3720.33,1239.99,6991.30,,,,,,,,,
2/16/16 12:59 AM,1106,5,14134.21,18821.54,1398.76,25462.67,16721.93,3721.72,1240.47,6994.00,,,,,,,,,
2/16/16 1:59 AM,1107,4.5,14139.54,18828.35,1399.28,25471.66,16727.94,3723.13,1240.92,6996.57,,,,,,,,,
2/16/16 2:59 AM,1108,4,14144.96,18835.53,1399.82,25481.34,16734.42,3724.55,1241.40,6999.27,,,,,,,,,
2/16/16 3:59 AM,1109,3.5,14150.41,18842.75,1400.34,25491.12,16740.64,3725.91,1241.88,7002.02,,,,,,,,,
2/16/16 4:59 AM,1110,3,14155.89,18849.51,1400.85,25500.52,16746.77,3727.35,1242.33,7004.74,,,,,,,,,
2/16/16 5:59 AM,1111,2.5,14160.91,18856.86,1401.38,25510.41,16753.26,3728.72,1242.80,7007.37,,,,,,,,,
2/16/16 6:59 AM,1112,2,14166.29,18863.80,1401.91,25519.95,16759.90,3730.08,1243.27,7010.02,,,,,,,,,
2/16/16 7:59 AM,1113,1,14192.48,18899.62,1404.55,25567.01,16793.38,3737.16,1245.57,7023.04,,,,,,,,,
2/16/16 8:59 AM,1114,0,14219.18,18937.23,1407.14,25617.61,16825.68,3744.45,1247.98,7036.11,,,,,,,,,
2/16/16 9:59 AM,1115,1,14245.98,18974.46,1409.81,25664.97,16857.88,3751.65,1250.29,7049.43,,,,,,,,,
2/16/16 10:59 AM,1116,2,14274.33,19010.39,1412.38,25711.27,16891.46,3758.51,1252.59,7063.01,,,,,,,,,
2/16/16 11:59 AM,1117,4,14299.11,19045.64,1415.08,25757.31,16923.49,3765.62,1254.97,7075.99,,,,,,,,,
2/16/16 12:59 PM,1118,6,14327.23,19083.36,1417.63,25805.59,16955.99,3772.50,1257.38,7089.10,,,,,,,,,
2/16/16 1:59 PM,1119,8,14355.33,19120.80,1420.30,25852.42,16987.29,3779.28,1259.67,7102.55,,,,,,,,,
2/16/16 2:59 PM,1120,10,14382.02,19158.53,1422.88,25900.93,17019.77,3786.34,1262.06,7115.98,,,,,,,,,
2/16/16 3:59 PM,1121,11.5,14410.27,19195.24,1425.55,25949.54,17050.98,3793.17,1264.40,7129.22,,,,,,,,,
2/16/16 4:59 PM,1122,11,14437.09,19228.22,1428.26,25994.98,17081.90,3800.39,1266.71,7142.84,,,,,,,,,
2/16/16 5:59 PM,1123,10,14464.70,19264.02,1430.98,26045.48,17114.09,3807.67,1269.07,7156.01,,,,,,,,,
2/16/16 6:59 PM,1124,9.5,14491.36,19297.97,1433.63,26095.23,17144.02,3814.42,1271.38,7169.16,,,,,,,,,
2/16/16 7:59 PM,1125,9,14519.61,19332.05,1436.29,26140.63,17176.49,3821.60,1273.63,7182.34,,,,,,,,,
2/16/16 8:59 PM,1126,8,14525.33,19339.40,1436.82,26150.30,17182.49,3822.98,1274.09,7185.00,,,,,,,,,
2/16/16 9:59 PM,1127,7,14530.31,19346.23,1437.35,26159.83,17188.52,3824.41,1274.57,7187.64,,,,,,,,,
2/16/16 10:59 PM,1128,6,14535.61,19353.60,1437.87,26169.72,17195.19,3825.78,1275.04,7190.24,,,,,,,,,
2/16/16 11:59 PM,1129,5.5,14540.58,19360.66,1438.39,26179.29,17201.34,3827.19,1275.50,7192.82,,,,,,,,,
2/17/16 12:59 AM,1130,5,14545.80,19367.27,1438.91,26188.65,17207.31,3828.65,1275.98,7195.40,,,,,,,,,
2/17/16 1:59 AM,1131,4.5,14551.09,19374.72,1439.42,26198.30,17213.88,3830.02,1276.45,7198.01,,,,,,,,,
2/17/16 2:59 AM,1132,4,14556.78,19381.32,1439.96,26207.30,17220.00,3831.40,1276.92,7200.69,,,,,,,,,
2/17/16 3:59 AM,1133,3.5,14562.18,19388.09,1440.50,26217.37,17226.29,3832.80,1277.39,7203.39,,,,,,,,,
2/17/16 4:59 AM,1134,3,14567.54,19395.66,1441.03,26227.16,17232.26,3834.17,1277.85,7205.99,,,,,,,,,
2/17/16 5:59 AM,1135,2.5,14572.51,19402.95,1441.54,26237.13,17238.49,3835.63,1278.31,7208.52,,,,,,,,,
2/17/16 6:59 AM,1136,2,14578.22,19410.39,1442.09,26246.73,17244.41,3836.98,1278.77,7211.17,,,,,,,,,
2/17/16 7:59 AM,1137,1,14606.43,19445.69,1444.68,26297.14,17274.16,3844.02,1281.15,7224.42,,,,,,,,,
2/17/16 8:59 AM,1138,0,14634.75,19478.62,1447.41,26342.84,17305.72,3851.32,1283.54,7237.81,,,,,,,,,
